"DFU","Period","Demand","Opening.Inventories","Supply.Plan","Min.Stocks.Coverage","Max.Stocks.Coverage"
"Item 000023",2023-04-16,100,0,0,6,26
"Item 000024",2023-04-16,56,0,0,6,26
"Item 000025",2023-04-16,84,0,0,4,12
"Item 000026",2023-04-16,62,0,0,4,8
"Item 000027",2023-04-16,0,0,0,4,8
"Item 000028",2023-04-16,0,0,0,6,10
"Item 000029",2023-04-16,679,0,0,4,12
"Item 000030",2023-04-16,717,0,0,4,12
"Item 000031",2023-04-16,34,0,0,6,8
"Item 000032",2023-04-16,1141,0,0,6,8
"Item 000033",2023-04-16,3342,0,0,6,8
"Item 000034",2023-04-16,0,0,0,6,8
"Item 000035",2023-04-16,150,0,0,6,8
"Item 000036",2023-04-16,23,0,0,6,8
"Item 000037",2023-04-16,20,0,0,6,8
"Item 000038",2023-04-16,1117,0,0,6,8
"Item 000039",2023-04-16,90,0,0,6,8
"Item 000040",2023-04-16,106,0,0,6,8
"Item 000041",2023-04-16,1320,0,0,6,8
"Item 000042",2023-04-16,357,0,0,6,8
"Item 000043",2023-04-16,653,0,0,6,8
"Item 000044",2023-04-16,785,0,0,6,8
"Item 000045",2023-04-16,26,0,0,6,8
"Item 000046",2023-04-16,180,0,0,6,8
"Item 000047",2023-04-16,0,0,0,6,8
"Item 000048",2023-04-16,211,0,0,6,8
"Item 000049",2023-04-16,605,0,0,6,8
"Item 000050",2023-04-16,49,0,0,6,8
"Item 000001",2023-04-23,161,0,0,4,8
"Item 000002",2023-04-23,33,0,0,4,6
"Item 000003",2023-04-23,124,0,0,4,12
"Item 000004",2023-04-23,103,0,0,6,6
"Item 000005",2023-04-23,26,0,0,4,12
"Item 000006",2023-04-23,617,0,0,6,6
"Item 000007",2023-04-23,83,0,0,4,8
"Item 000008",2023-04-23,722,0,0,6,10
"Item 000009",2023-04-23,97,0,0,4,12
"Item 000010",2023-04-23,63,0,0,4,12
"Item 000011",2023-04-23,96,0,0,4,8
"Item 000012",2023-04-23,56,0,0,4,12
"Item 000013",2023-04-23,915,0,0,6,10
"Item 000014",2023-04-23,81,0,0,6,10
"Item 000015",2023-04-23,91,0,0,6,12
"Item 000016",2023-04-23,542,0,0,6,10
"Item 000017",2023-04-23,21,0,0,4,12
"Item 000018",2023-04-23,570,0,0,6,8
"Item 000019",2023-04-23,98,0,0,4,26
"Item 000020",2023-04-23,720,0,0,6,10
"Item 000021",2023-04-23,170,0,0,4,12
"Item 000022",2023-04-23,61,0,0,6,12
"Item 000023",2023-04-23,74,0,0,6,26
"Item 000024",2023-04-23,50,0,0,6,26
"Item 000025",2023-04-23,61,0,0,4,12
"Item 000026",2023-04-23,53,0,0,4,8
"Item 000027",2023-04-23,0,0,0,4,8
"Item 000028",2023-04-23,0,0,0,6,10
"Item 000029",2023-04-23,844,0,0,4,12
"Item 000030",2023-04-23,809,0,0,4,12
"Item 000031",2023-04-23,29,0,0,6,8
"Item 000032",2023-04-23,978,0,0,6,8
"Item 000033",2023-04-23,2864,0,0,6,8
"Item 000034",2023-04-23,0,0,0,6,8
"Item 000035",2023-04-23,128,0,0,6,8
"Item 000036",2023-04-23,20,0,0,6,8
"Item 000037",2023-04-23,17,0,0,6,8
"Item 000038",2023-04-23,958,0,0,6,8
"Item 000039",2023-04-23,77,0,0,6,8
"Item 000040",2023-04-23,91,0,0,6,8
"Item 000041",2023-04-23,1131,0,0,6,8
"Item 000042",2023-04-23,306,0,0,6,8
"Item 000043",2023-04-23,560,0,0,6,8
"Item 000044",2023-04-23,868,0,0,6,8
"Item 000045",2023-04-23,23,0,0,6,8
"Item 000046",2023-04-23,154,0,0,6,8
"Item 000047",2023-04-23,0,0,0,6,8
"Item 000048",2023-04-23,181,0,0,6,8
"Item 000049",2023-04-23,519,0,0,6,8
"Item 000050",2023-04-23,42,0,0,6,8
"Item 000001",2023-04-30,161,0,0,4,8
"Item 000002",2023-04-30,21,0,0,4,6
"Item 000003",2023-04-30,46,0,0,4,12
"Item 000004",2023-04-30,62,0,0,6,6
"Item 000005",2023-04-30,26,0,0,4,12
"Item 000006",2023-04-30,561,0,0,6,6
"Item 000007",2023-04-30,88,0,0,4,8
"Item 000008",2023-04-30,867,0,0,6,10
"Item 000009",2023-04-30,84,0,0,4,12
"Item 000010",2023-04-30,110,0,0,4,12
"Item 000011",2023-04-30,87,0,0,4,8
"Item 000012",2023-04-30,71,0,0,4,12
"Item 000013",2023-04-30,854,0,0,6,10
"Item 000014",2023-04-30,100,0,0,6,10
"Item 000015",2023-04-30,85,0,0,6,12
"Item 000016",2023-04-30,901,0,0,6,10
"Item 000017",2023-04-30,22,0,0,4,12
"Item 000018",2023-04-30,883,0,0,6,8
"Item 000019",2023-04-30,71,0,0,4,26
"Item 000020",2023-04-30,855,0,0,6,10
"Item 000021",2023-04-30,170,0,0,4,12
"Item 000022",2023-04-30,75,0,0,6,12
"Item 000023",2023-04-30,91,0,0,6,26
"Item 000024",2023-04-30,95,0,0,6,26
"Item 000025",2023-04-30,77,0,0,4,12
"Item 000026",2023-04-30,57,0,0,4,8
"Item 000027",2023-04-30,74,0,0,4,8
"Item 000028",2023-04-30,82,0,0,6,10
"Item 000029",2023-04-30,689,0,0,4,12
"Item 000030",2023-04-30,874,0,0,4,12
"Item 000031",2023-04-30,29,0,0,6,8
"Item 000032",2023-04-30,978,0,0,6,8
"Item 000033",2023-04-30,2744,0,0,6,8
"Item 000034",2023-04-30,0,0,0,6,8
"Item 000035",2023-04-30,174,0,0,6,8
"Item 000036",2023-04-30,5,0,0,6,8
"Item 000037",2023-04-30,17,0,0,6,8
"Item 000038",2023-04-30,1695,0,0,6,8
"Item 000039",2023-04-30,105,0,0,6,8
"Item 000040",2023-04-30,91,0,0,6,8
"Item 000041",2023-04-30,1350,0,0,6,8
"Item 000042",2023-04-30,332,0,0,6,8
"Item 000043",2023-04-30,735,0,0,6,8
"Item 000044",2023-04-30,547,0,0,6,8
"Item 000045",2023-04-30,17,0,0,6,8
"Item 000046",2023-04-30,201,0,0,6,8
"Item 000047",2023-04-30,74,0,0,6,8
"Item 000048",2023-04-30,378,0,0,6,8
"Item 000049",2023-04-30,340,0,0,6,8
"Item 000050",2023-04-30,43,0,0,6,8
"Item 000001",2023-05-07,187,0,0,4,8
"Item 000002",2023-05-07,24,0,0,4,6
"Item 000003",2023-05-07,53,0,0,4,12
"Item 000004",2023-05-07,72,0,0,6,6
"Item 000005",2023-05-07,31,0,0,4,12
"Item 000006",2023-05-07,656,0,0,6,6
"Item 000007",2023-05-07,70,0,0,4,8
"Item 000008",2023-05-07,655,0,0,6,10
"Item 000009",2023-05-07,73,0,0,4,12
"Item 000010",2023-05-07,128,0,0,4,12
"Item 000011",2023-05-07,74,0,0,4,8
"Item 000012",2023-05-07,94,0,0,4,12
"Item 000013",2023-05-07,880,0,0,6,10
"Item 000014",2023-05-07,77,0,0,6,10
"Item 000015",2023-05-07,98,0,0,6,12
"Item 000016",2023-05-07,777,0,0,6,10
"Item 000017",2023-05-07,23,0,0,4,12
"Item 000018",2023-05-07,914,0,0,6,8
"Item 000019",2023-05-07,76,0,0,4,26
"Item 000020",2023-05-07,609,0,0,6,10
"Item 000021",2023-05-07,198,0,0,4,12
"Item 000022",2023-05-07,85,0,0,6,12
"Item 000023",2023-05-07,57,0,0,6,26
"Item 000024",2023-05-07,65,0,0,6,26
"Item 000025",2023-05-07,54,0,0,4,12
"Item 000026",2023-05-07,97,0,0,4,8
"Item 000027",2023-05-07,86,0,0,4,8
"Item 000028",2023-05-07,95,0,0,6,10
"Item 000029",2023-05-07,916,0,0,4,12
"Item 000030",2023-05-07,547,0,0,4,12
"Item 000031",2023-05-07,34,0,0,6,8
"Item 000032",2023-05-07,1141,0,0,6,8
"Item 000033",2023-05-07,3201,0,0,6,8
"Item 000034",2023-05-07,0,0,0,6,8
"Item 000035",2023-05-07,203,0,0,6,8
"Item 000036",2023-05-07,6,0,0,6,8
"Item 000037",2023-05-07,20,0,0,6,8
"Item 000038",2023-05-07,1977,0,0,6,8
"Item 000039",2023-05-07,122,0,0,6,8
"Item 000040",2023-05-07,106,0,0,6,8
"Item 000041",2023-05-07,1575,0,0,6,8
"Item 000042",2023-05-07,387,0,0,6,8
"Item 000043",2023-05-07,858,0,0,6,8
"Item 000044",2023-05-07,919,0,0,6,8
"Item 000045",2023-05-07,20,0,0,6,8
"Item 000046",2023-05-07,234,0,0,6,8
"Item 000047",2023-05-07,86,0,0,6,8
"Item 000048",2023-05-07,441,0,0,6,8
"Item 000049",2023-05-07,397,0,0,6,8
"Item 000050",2023-05-07,50,0,0,6,8
"Item 000001",2023-05-14,187,0,0,4,8
"Item 000002",2023-05-14,24,0,0,4,6
"Item 000003",2023-05-14,53,0,0,4,12
"Item 000004",2023-05-14,72,0,0,6,6
"Item 000005",2023-05-14,31,0,0,4,12
"Item 000006",2023-05-14,949,0,0,6,6
"Item 000007",2023-05-14,61,0,0,4,8
"Item 000008",2023-05-14,994,0,0,6,10
"Item 000009",2023-05-14,51,0,0,4,12
"Item 000010",2023-05-14,128,0,0,4,12
"Item 000011",2023-05-14,77,0,0,4,8
"Item 000012",2023-05-14,92,0,0,4,12
"Item 000013",2023-05-14,698,0,0,6,10
"Item 000014",2023-05-14,97,0,0,6,10
"Item 000015",2023-05-14,59,0,0,6,12
"Item 000016",2023-05-14,991,0,0,6,10
"Item 000017",2023-05-14,24,0,0,4,12
"Item 000018",2023-05-14,988,0,0,6,8
"Item 000019",2023-05-14,94,0,0,4,26
"Item 000020",2023-05-14,997,0,0,6,10
"Item 000021",2023-05-14,198,0,0,4,12
"Item 000022",2023-05-14,63,0,0,6,12
"Item 000023",2023-05-14,82,0,0,6,26
"Item 000024",2023-05-14,60,0,0,6,26
"Item 000025",2023-05-14,68,0,0,4,12
"Item 000026",2023-05-14,67,0,0,4,8
"Item 000027",2023-05-14,86,0,0,4,8
"Item 000028",2023-05-14,95,0,0,6,10
"Item 000029",2023-05-14,764,0,0,4,12
"Item 000030",2023-05-14,690,0,0,4,12
"Item 000031",2023-05-14,34,0,0,6,8
"Item 000032",2023-05-14,1141,0,0,6,8
"Item 000033",2023-05-14,3201,0,0,6,8
"Item 000034",2023-05-14,0,0,0,6,8
"Item 000035",2023-05-14,203,0,0,6,8
"Item 000036",2023-05-14,6,0,0,6,8
"Item 000037",2023-05-14,20,0,0,6,8
"Item 000038",2023-05-14,1977,0,0,6,8
"Item 000039",2023-05-14,122,0,0,6,8
"Item 000040",2023-05-14,106,0,0,6,8
"Item 000041",2023-05-14,1575,0,0,6,8
"Item 000042",2023-05-14,387,0,0,6,8
"Item 000043",2023-05-14,858,0,0,6,8
"Item 000044",2023-05-14,830,0,0,6,8
"Item 000045",2023-05-14,20,0,0,6,8
"Item 000046",2023-05-14,234,0,0,6,8
"Item 000047",2023-05-14,86,0,0,6,8
"Item 000048",2023-05-14,441,0,0,6,8
"Item 000049",2023-05-14,397,0,0,6,8
"Item 000050",2023-05-14,50,0,0,6,8
"Item 000001",2023-05-21,187,0,0,4,8
"Item 000002",2023-05-21,24,0,0,4,6
"Item 000003",2023-05-21,53,0,0,4,12
"Item 000004",2023-05-21,72,0,0,6,6
"Item 000005",2023-05-21,31,0,0,4,12
"Item 000006",2023-05-21,843,0,0,6,6
"Item 000007",2023-05-21,62,0,0,4,8
"Item 000008",2023-05-21,689,0,0,6,10
"Item 000009",2023-05-21,60,0,0,4,12
"Item 000010",2023-05-21,128,0,0,4,12
"Item 000011",2023-05-21,80,0,0,4,8
"Item 000012",2023-05-21,66,0,0,4,12
"Item 000013",2023-05-21,854,0,0,6,10
"Item 000014",2023-05-21,54,0,0,6,10
"Item 000015",2023-05-21,64,0,0,6,12
"Item 000016",2023-05-21,580,0,0,6,10
"Item 000017",2023-05-21,25,0,0,4,12
"Item 000018",2023-05-21,911,0,0,6,8
"Item 000019",2023-05-21,73,0,0,4,26
"Item 000020",2023-05-21,920,0,0,6,10
"Item 000021",2023-05-21,198,0,0,4,12
"Item 000022",2023-05-21,53,0,0,6,12
"Item 000023",2023-05-21,71,0,0,6,26
"Item 000024",2023-05-21,94,0,0,6,26
"Item 000025",2023-05-21,99,0,0,4,12
"Item 000026",2023-05-21,99,0,0,4,8
"Item 000027",2023-05-21,86,0,0,4,8
"Item 000028",2023-05-21,95,0,0,6,10
"Item 000029",2023-05-21,630,0,0,4,12
"Item 000030",2023-05-21,822,0,0,4,12
"Item 000031",2023-05-21,34,0,0,6,8
"Item 000032",2023-05-21,1141,0,0,6,8
"Item 000033",2023-05-21,3201,0,0,6,8
"Item 000034",2023-05-21,0,0,0,6,8
"Item 000035",2023-05-21,203,0,0,6,8
"Item 000036",2023-05-21,6,0,0,6,8
"Item 000037",2023-05-21,20,0,0,6,8
"Item 000038",2023-05-21,1977,0,0,6,8
"Item 000039",2023-05-21,122,0,0,6,8
"Item 000040",2023-05-21,106,0,0,6,8
"Item 000041",2023-05-21,1575,0,0,6,8
"Item 000042",2023-05-21,387,0,0,6,8
"Item 000043",2023-05-21,858,0,0,6,8
"Item 000044",2023-05-21,969,0,0,6,8
"Item 000045",2023-05-21,20,0,0,6,8
"Item 000046",2023-05-21,234,0,0,6,8
"Item 000047",2023-05-21,86,0,0,6,8
"Item 000048",2023-05-21,441,0,0,6,8
"Item 000049",2023-05-21,397,0,0,6,8
"Item 000050",2023-05-21,50,0,0,6,8
"Item 000001",2023-05-28,107,0,0,4,8
"Item 000002",2023-05-28,9,0,0,4,6
"Item 000003",2023-05-28,70,0,0,4,12
"Item 000004",2023-05-28,42,0,0,6,6
"Item 000005",2023-05-28,18,0,0,4,12
"Item 000006",2023-05-28,558,0,0,6,6
"Item 000007",2023-05-28,51,0,0,4,8
"Item 000008",2023-05-28,777,0,0,6,10
"Item 000009",2023-05-28,29,0,0,4,12
"Item 000010",2023-05-28,45,0,0,4,12
"Item 000011",2023-05-28,55,0,0,4,8
"Item 000012",2023-05-28,52,0,0,4,12
"Item 000013",2023-05-28,529,0,0,6,10
"Item 000014",2023-05-28,50,0,0,6,10
"Item 000015",2023-05-28,70,0,0,6,12
"Item 000016",2023-05-28,692,0,0,6,10
"Item 000017",2023-05-28,26,0,0,4,12
"Item 000018",2023-05-28,867,0,0,6,8
"Item 000019",2023-05-28,98,0,0,4,26
"Item 000020",2023-05-28,724,0,0,6,10
"Item 000021",2023-05-28,29,0,0,4,12
"Item 000022",2023-05-28,68,0,0,6,12
"Item 000023",2023-05-28,57,0,0,6,26
"Item 000024",2023-05-28,78,0,0,6,26
"Item 000025",2023-05-28,79,0,0,4,12
"Item 000026",2023-05-28,50,0,0,4,8
"Item 000027",2023-05-28,37,0,0,4,8
"Item 000028",2023-05-28,28,0,0,6,10
"Item 000029",2023-05-28,800,0,0,4,12
"Item 000030",2023-05-28,549,0,0,4,12
"Item 000031",2023-05-28,19,0,0,6,8
"Item 000032",2023-05-28,163,0,0,6,8
"Item 000033",2023-05-28,1032,0,0,6,8
"Item 000034",2023-05-28,0,0,0,6,8
"Item 000035",2023-05-28,91,0,0,6,8
"Item 000036",2023-05-28,2,0,0,6,8
"Item 000037",2023-05-28,12,0,0,6,8
"Item 000038",2023-05-28,870,0,0,6,8
"Item 000039",2023-05-28,65,0,0,6,8
"Item 000040",2023-05-28,16,0,0,6,8
"Item 000041",2023-05-28,909,0,0,6,8
"Item 000042",2023-05-28,56,0,0,6,8
"Item 000043",2023-05-28,479,0,0,6,8
"Item 000044",2023-05-28,822,0,0,6,8
"Item 000045",2023-05-28,13,0,0,6,8
"Item 000046",2023-05-28,124,0,0,6,8
"Item 000047",2023-05-28,24,0,0,6,8
"Item 000048",2023-05-28,144,0,0,6,8
"Item 000049",2023-05-28,171,0,0,6,8
"Item 000050",2023-05-28,70,0,0,6,8
"Item 000001",2023-06-04,187,0,0,4,8
"Item 000002",2023-06-04,13,0,0,4,6
"Item 000003",2023-06-04,145,0,0,4,12
"Item 000004",2023-06-04,72,0,0,6,6
"Item 000005",2023-06-04,31,0,0,4,12
"Item 000006",2023-06-04,971,0,0,6,6
"Item 000007",2023-06-04,64,0,0,4,8
"Item 000008",2023-06-04,742,0,0,6,10
"Item 000009",2023-06-04,66,0,0,4,12
"Item 000010",2023-06-04,62,0,0,4,12
"Item 000011",2023-06-04,81,0,0,4,8
"Item 000012",2023-06-04,53,0,0,4,12
"Item 000013",2023-06-04,696,0,0,6,10
"Item 000014",2023-06-04,88,0,0,6,10
"Item 000015",2023-06-04,57,0,0,6,12
"Item 000016",2023-06-04,953,0,0,6,10
"Item 000017",2023-06-04,27,0,0,4,12
"Item 000018",2023-06-04,843,0,0,6,8
"Item 000019",2023-06-04,69,0,0,4,26
"Item 000020",2023-06-04,772,0,0,6,10
"Item 000021",2023-06-04,82,0,0,4,12
"Item 000022",2023-06-04,64,0,0,6,12
"Item 000023",2023-06-04,71,0,0,6,26
"Item 000024",2023-06-04,55,0,0,6,26
"Item 000025",2023-06-04,66,0,0,4,12
"Item 000026",2023-06-04,83,0,0,4,8
"Item 000027",2023-06-04,57,0,0,4,8
"Item 000028",2023-06-04,32,0,0,6,10
"Item 000029",2023-06-04,754,0,0,4,12
"Item 000030",2023-06-04,887,0,0,4,12
"Item 000031",2023-06-04,34,0,0,6,8
"Item 000032",2023-06-04,0,0,0,6,8
"Item 000033",2023-06-04,1340,0,0,6,8
"Item 000034",2023-06-04,0,0,0,6,8
"Item 000035",2023-06-04,143,0,0,6,8
"Item 000036",2023-06-04,3,0,0,6,8
"Item 000037",2023-06-04,20,0,0,6,8
"Item 000038",2023-06-04,1372,0,0,6,8
"Item 000039",2023-06-04,110,0,0,6,8
"Item 000040",2023-06-04,0,0,0,6,8
"Item 000041",2023-06-04,1596,0,0,6,8
"Item 000042",2023-06-04,0,0,0,6,8
"Item 000043",2023-06-04,831,0,0,6,8
"Item 000044",2023-06-04,543,0,0,6,8
"Item 000045",2023-06-04,23,0,0,6,8
"Item 000046",2023-06-04,211,0,0,6,8
"Item 000047",2023-06-04,27,0,0,6,8
"Item 000048",2023-06-04,189,0,0,6,8
"Item 000049",2023-06-04,265,0,0,6,8
"Item 000050",2023-06-04,145,0,0,6,8
"Item 000001",2023-06-11,187,0,0,4,8
"Item 000002",2023-06-11,13,0,0,4,6
"Item 000003",2023-06-11,145,0,0,4,12
"Item 000004",2023-06-11,72,0,0,6,6
"Item 000005",2023-06-11,31,0,0,4,12
"Item 000006",2023-06-11,821,0,0,6,6
"Item 000007",2023-06-11,74,0,0,4,8
"Item 000008",2023-06-11,576,0,0,6,10
"Item 000009",2023-06-11,66,0,0,4,12
"Item 000010",2023-06-11,62,0,0,4,12
"Item 000011",2023-06-11,91,0,0,4,8
"Item 000012",2023-06-11,73,0,0,4,12
"Item 000013",2023-06-11,750,0,0,6,10
"Item 000014",2023-06-11,53,0,0,6,10
"Item 000015",2023-06-11,93,0,0,6,12
"Item 000016",2023-06-11,534,0,0,6,10
"Item 000017",2023-06-11,28,0,0,4,12
"Item 000018",2023-06-11,949,0,0,6,8
"Item 000019",2023-06-11,73,0,0,4,26
"Item 000020",2023-06-11,727,0,0,6,10
"Item 000021",2023-06-11,100,0,0,4,12
"Item 000022",2023-06-11,95,0,0,6,12
"Item 000023",2023-06-11,71,0,0,6,26
"Item 000024",2023-06-11,70,0,0,6,26
"Item 000025",2023-06-11,53,0,0,4,12
"Item 000026",2023-06-11,63,0,0,4,8
"Item 000027",2023-06-11,57,0,0,4,8
"Item 000028",2023-06-11,32,0,0,6,10
"Item 000029",2023-06-11,567,0,0,4,12
"Item 000030",2023-06-11,596,0,0,4,12
"Item 000031",2023-06-11,34,0,0,6,8
"Item 000032",2023-06-11,0,0,0,6,8
"Item 000033",2023-06-11,1340,0,0,6,8
"Item 000034",2023-06-11,0,0,0,6,8
"Item 000035",2023-06-11,143,0,0,6,8
"Item 000036",2023-06-11,3,0,0,6,8
"Item 000037",2023-06-11,20,0,0,6,8
"Item 000038",2023-06-11,1372,0,0,6,8
"Item 000039",2023-06-11,110,0,0,6,8
"Item 000040",2023-06-11,0,0,0,6,8
"Item 000041",2023-06-11,1596,0,0,6,8
"Item 000042",2023-06-11,0,0,0,6,8
"Item 000043",2023-06-11,831,0,0,6,8
"Item 000044",2023-06-11,904,0,0,6,8
"Item 000045",2023-06-11,23,0,0,6,8
"Item 000046",2023-06-11,211,0,0,6,8
"Item 000047",2023-06-11,27,0,0,6,8
"Item 000048",2023-06-11,189,0,0,6,8
"Item 000049",2023-06-11,265,0,0,6,8
"Item 000050",2023-06-11,145,0,0,6,8
"Item 000001",2023-06-18,187,0,0,4,8
"Item 000002",2023-06-18,13,0,0,4,6
"Item 000003",2023-06-18,145,0,0,4,12
"Item 000004",2023-06-18,72,0,0,6,6
"Item 000005",2023-06-18,31,0,0,4,12
"Item 000006",2023-06-18,627,0,0,6,6
"Item 000007",2023-06-18,61,0,0,4,8
"Item 000008",2023-06-18,776,0,0,6,10
"Item 000009",2023-06-18,66,0,0,4,12
"Item 000010",2023-06-18,62,0,0,4,12
"Item 000011",2023-06-18,70,0,0,4,8
"Item 000012",2023-06-18,91,0,0,4,12
"Item 000013",2023-06-18,505,0,0,6,10
"Item 000014",2023-06-18,79,0,0,6,10
"Item 000015",2023-06-18,90,0,0,6,12
"Item 000016",2023-06-18,708,0,0,6,10
"Item 000017",2023-06-18,29,0,0,4,12
"Item 000018",2023-06-18,876,0,0,6,8
"Item 000019",2023-06-18,95,0,0,4,26
"Item 000020",2023-06-18,570,0,0,6,10
"Item 000021",2023-06-18,87,0,0,4,12
"Item 000022",2023-06-18,55,0,0,6,12
"Item 000023",2023-06-18,97,0,0,6,26
"Item 000024",2023-06-18,93,0,0,6,26
"Item 000025",2023-06-18,50,0,0,4,12
"Item 000026",2023-06-18,76,0,0,4,8
"Item 000027",2023-06-18,57,0,0,4,8
"Item 000028",2023-06-18,32,0,0,6,10
"Item 000029",2023-06-18,959,0,0,4,12
"Item 000030",2023-06-18,570,0,0,4,12
"Item 000031",2023-06-18,34,0,0,6,8
"Item 000032",2023-06-18,0,0,0,6,8
"Item 000033",2023-06-18,1340,0,0,6,8
"Item 000034",2023-06-18,0,0,0,6,8
"Item 000035",2023-06-18,143,0,0,6,8
"Item 000036",2023-06-18,3,0,0,6,8
"Item 000037",2023-06-18,20,0,0,6,8
"Item 000038",2023-06-18,1372,0,0,6,8
"Item 000039",2023-06-18,110,0,0,6,8
"Item 000040",2023-06-18,0,0,0,6,8
"Item 000041",2023-06-18,1596,0,0,6,8
"Item 000042",2023-06-18,0,0,0,6,8
"Item 000043",2023-06-18,831,0,0,6,8
"Item 000044",2023-06-18,779,0,0,6,8
"Item 000045",2023-06-18,23,0,0,6,8
"Item 000046",2023-06-18,211,0,0,6,8
"Item 000047",2023-06-18,27,0,0,6,8
"Item 000048",2023-06-18,189,0,0,6,8
"Item 000049",2023-06-18,265,0,0,6,8
"Item 000050",2023-06-18,145,0,0,6,8
"Item 000001",2023-06-25,107,0,0,4,8
"Item 000002",2023-06-25,8,0,0,4,6
"Item 000003",2023-06-25,83,0,0,4,12
"Item 000004",2023-06-25,42,0,0,6,6
"Item 000005",2023-06-25,18,0,0,4,12
"Item 000006",2023-06-25,955,0,0,6,6
"Item 000007",2023-06-25,89,0,0,4,8
"Item 000008",2023-06-25,687,0,0,6,10
"Item 000009",2023-06-25,38,0,0,4,12
"Item 000010",2023-06-25,36,0,0,4,12
"Item 000011",2023-06-25,76,0,0,4,8
"Item 000012",2023-06-25,73,0,0,4,12
"Item 000013",2023-06-25,929,0,0,6,10
"Item 000014",2023-06-25,74,0,0,6,10
"Item 000015",2023-06-25,67,0,0,6,12
"Item 000016",2023-06-25,721,0,0,6,10
"Item 000017",2023-06-25,30,0,0,4,12
"Item 000018",2023-06-25,562,0,0,6,8
"Item 000019",2023-06-25,81,0,0,4,26
"Item 000020",2023-06-25,586,0,0,6,10
"Item 000021",2023-06-25,52,0,0,4,12
"Item 000022",2023-06-25,74,0,0,6,12
"Item 000023",2023-06-25,61,0,0,6,26
"Item 000024",2023-06-25,86,0,0,6,26
"Item 000025",2023-06-25,85,0,0,4,12
"Item 000026",2023-06-25,91,0,0,4,8
"Item 000027",2023-06-25,33,0,0,4,8
"Item 000028",2023-06-25,19,0,0,6,10
"Item 000029",2023-06-25,850,0,0,4,12
"Item 000030",2023-06-25,830,0,0,4,12
"Item 000031",2023-06-25,19,0,0,6,8
"Item 000032",2023-06-25,0,0,0,6,8
"Item 000033",2023-06-25,766,0,0,6,8
"Item 000034",2023-06-25,0,0,0,6,8
"Item 000035",2023-06-25,82,0,0,6,8
"Item 000036",2023-06-25,2,0,0,6,8
"Item 000037",2023-06-25,12,0,0,6,8
"Item 000038",2023-06-25,784,0,0,6,8
"Item 000039",2023-06-25,63,0,0,6,8
"Item 000040",2023-06-25,0,0,0,6,8
"Item 000041",2023-06-25,912,0,0,6,8
"Item 000042",2023-06-25,0,0,0,6,8
"Item 000043",2023-06-25,475,0,0,6,8
"Item 000044",2023-06-25,890,0,0,6,8
"Item 000045",2023-06-25,14,0,0,6,8
"Item 000046",2023-06-25,121,0,0,6,8
"Item 000047",2023-06-25,16,0,0,6,8
"Item 000048",2023-06-25,108,0,0,6,8
"Item 000049",2023-06-25,152,0,0,6,8
"Item 000050",2023-06-25,83,0,0,6,8
